authors,title,publication_year,doi,url
Graeme Hirst,Overcoming Linguistic Barriers to the Multilingual Semantic Web,2014,https://doi.org/10.1007/978-3-662-43585-4_1,http://link.springer.com/chapter/10.1007/978-3-662-43585-4_1
Tatiana TarasovaMassimo ArgentiMaarten Marx,Semantically-Enabled Environmental Data Discovery and Integration: Demonstration Using the Iceland Volcano Use Case,2013,https://doi.org/10.1007/978-3-642-41360-5_25,http://link.springer.com/chapter/10.1007/978-3-642-41360-5_25
Riccardo AlbertoniMonica De MartinoPaola Podestà,Linkset Quality Assessment for the Thesaurus Framework LusTRE,2016,https://doi.org/10.1007/978-3-319-49157-8_3,http://link.springer.com/chapter/10.1007/978-3-319-49157-8_3
Nouha OthmanRim Faiz,A Multi-lingual Approach to Improve Passage Retrieval for Automatic Question Answering,2016,https://doi.org/10.1007/978-3-319-41754-7_11,http://link.springer.com/chapter/10.1007/978-3-319-41754-7_11
Han ZhangMuhua ZhuHuizhen Wang,A Retrieval-Based Matching Approach to Open Domain Knowledge-Based Question Answering,2018,https://doi.org/10.1007/978-3-319-73618-1_60,http://link.springer.com/chapter/10.1007/978-3-319-73618-1_60
Pengyuan LiuYuning DengChenghao ZhuHan Hu,XCMRC: Evaluating Cross-Lingual Machine Reading Comprehension,2019,https://doi.org/10.1007/978-3-030-32233-5_43,http://link.springer.com/chapter/10.1007/978-3-030-32233-5_43
Chris DijkshoornLora AroyoGuus SchreiberJan WielemakerLizzy Jongma,Using Linked Data to Diversify Search Results a Case Study in Cultural Heritage,2014,https://doi.org/10.1007/978-3-319-13704-9_9,http://link.springer.com/chapter/10.1007/978-3-319-13704-9_9
Wei XuChen ChenChenghao JiaYongliang ShenXinyin MaWeiming Lu,Boosting Cross-lingual Entity Alignment with Textual Embedding,2020,https://doi.org/10.1007/978-3-030-60457-8_17,http://link.springer.com/chapter/10.1007/978-3-030-60457-8_17
Tianxing WuLei ZhangGuilin QiXuan CuiKang Xu,Encoding Category Correlations into Bilingual Topic Modeling for Cross-Lingual Taxonomy Alignment,2017,https://doi.org/10.1007/978-3-319-68288-4_43,http://link.springer.com/chapter/10.1007/978-3-319-68288-4_43
Sheng BiYanhui HuangXiya ChengMeng WangGuilin Qi,Building Chinese Legal Hybrid Knowledge Network,2019,https://doi.org/10.1007/978-3-030-29551-6_56,http://link.springer.com/chapter/10.1007/978-3-030-29551-6_56
Mouna KamelCassia Trojahn,Towards Enriching DBpedia from Vertical Enumerative Structures Using a Distant Learning Approach,2018,https://doi.org/10.1007/978-3-030-03667-6_12,http://link.springer.com/chapter/10.1007/978-3-030-03667-6_12
Lyndon NixonRaphaël Troncy,Survey of Semantic Media Annotation Tools for the Web: Towards New Media Applications with Linked Media,2014,https://doi.org/10.1007/978-3-319-11955-7_9,http://link.springer.com/chapter/10.1007/978-3-319-11955-7_9
Christian PaulAchim RettingerAditya MogadalaCraig A. KnoblockPedro Szekely,Efficient Graph-Based Document Similarity,2016,https://doi.org/10.1007/978-3-319-34129-3_21,http://link.springer.com/chapter/10.1007/978-3-319-34129-3_21
Lorna Uden,Semantics in Wiki,2011,https://doi.org/10.1007/978-3-642-19047-6_10,http://link.springer.com/chapter/10.1007/978-3-642-19047-6_10
Hailong DengJinguang GuXiaochun Zheng,Publishing CLOD of Dangerous Chemicals Based on Semantic MediaWiki,2013,https://doi.org/10.1007/978-3-642-54025-7_15,http://link.springer.com/chapter/10.1007/978-3-642-54025-7_15
Georg RehmHans Uszkoreit,Language Technology 2020: The Meta-Net Priority Research Themes,2013,https://doi.org/10.1007/978-3-642-36349-8_6,http://link.springer.com/chapter/10.1007/978-3-642-36349-8_6
Amit SangroyaPratik SainiMrinal RawatGautam ShroffC. Anantaram,Natural Language Business Intelligence Question Answering Through SeqtoSeq Transfer Learning,2019,https://doi.org/10.1007/978-3-030-26142-9_25,http://link.springer.com/chapter/10.1007/978-3-030-26142-9_25
Heng JiAdam LeeWen-Pin Lin,Information Network Construction and Alignment from Automatically Acquired Comparable Corpora,2013,https://doi.org/10.1007/978-3-642-20128-8_13,http://link.springer.com/chapter/10.1007/978-3-642-20128-8_13
Santiago Gonzalez-ToralMauricio Espinoza-MejiaKenneth Palacio-BausVictor Saquicela,A General Process for the Semantic Annotation and Enrichment of Electronic Program Guides,2019,https://doi.org/10.1007/978-3-030-21395-4_6,http://link.springer.com/chapter/10.1007/978-3-030-21395-4_6
Jie WuXinning ZhuChunhong ZhangZheng Hu,Event-centric Tourism Knowledge Graph—A Case Study of Hainan,2020,https://doi.org/10.1007/978-3-030-55130-8_1,http://link.springer.com/chapter/10.1007/978-3-030-55130-8_1
Chenhao WangYubo ChenKang LiuJun Zhao,Adaptive Multilingual Representations for Cross-Lingual Entity Linking with Attention on Entity Descriptions,2019,https://doi.org/10.1007/978-981-15-1956-7_1,http://link.springer.com/chapter/10.1007/978-981-15-1956-7_1
Victoria Firsanova,Transformer Models for Question Answering on Autism Spectrum Disorder QA Dataset,2022,https://doi.org/10.1007/978-3-030-93715-7_9,http://link.springer.com/chapter/10.1007/978-3-030-93715-7_9
Mohamad Yaser JaradehKuldeep SinghMarkus StockerAndreas BothSören Auer,Better Call the Plumber: Orchestrating Dynamic Information Extraction Pipelines,2021,https://doi.org/10.1007/978-3-030-74296-6_19,http://link.springer.com/chapter/10.1007/978-3-030-74296-6_19
Carlo AliprandiAndrea Marchetti,"Introducing CAPER, a Collaborative Platform for Open and Closed Information Acquisition, Processing and Linking",2011,https://doi.org/10.1007/978-3-642-22098-2_96,http://link.springer.com/chapter/10.1007/978-3-642-22098-2_96
Kawa NazemiDirk BurkhardtReimond RetzArjan KuijperJörn Kohlhammer,Adaptive Visualization of Linked-Data,2014,https://doi.org/10.1007/978-3-319-14364-4_84,http://link.springer.com/chapter/10.1007/978-3-319-14364-4_84
Sergiu GordeaMonica Lestari ParamitaAntoine Isaac,Named Entity Recommendations to Enhance Multilingual Retrieval in Europeana.eu,2020,https://doi.org/10.1007/978-3-030-59491-6_10,http://link.springer.com/chapter/10.1007/978-3-030-59491-6_10
Janna OmeliyanenkoAlbin ZeheLena HettingerAndreas Hotho,LM4KG: Improving Common Sense Knowledge Graphs with Language Models,2020,https://doi.org/10.1007/978-3-030-62419-4_26,http://link.springer.com/chapter/10.1007/978-3-030-62419-4_26
Jose María ÁlvarezJosé Emilio LabraRamón CalmeauÁngel MarínJosé Luis Marín,Query Expansion Methods and Performance Evaluation for Reusing Linking Open Data of the European Public Procurement Notices,2011,https://doi.org/10.1007/978-3-642-25274-7_50,http://link.springer.com/chapter/10.1007/978-3-642-25274-7_50
Gerard de Melo,Knowledge Graphs: Venturing Out into the Wild,2017,https://doi.org/10.1007/978-3-319-68723-0_1,http://link.springer.com/chapter/10.1007/978-3-319-68723-0_1
Michael K. Bergman,The Opportunity,2018,https://doi.org/10.1007/978-3-319-98092-8_4,http://link.springer.com/chapter/10.1007/978-3-319-98092-8_4
Kaarel KaljurandTobias Kuhn,A Multilingual Semantic Wiki Based on Attempto Controlled English and Grammatical Framework,2013,https://doi.org/10.1007/978-3-642-38288-8_29,http://link.springer.com/chapter/10.1007/978-3-642-38288-8_29
Bo XuYong XuJiaqing LiangChenhao XieBin LiangWanyun CuiYanghua Xiao,CN-DBpedia: A Never-Ending Chinese Knowledge Extraction System,2017,https://doi.org/10.1007/978-3-319-60045-1_44,http://link.springer.com/chapter/10.1007/978-3-319-60045-1_44
Arianna PipitoneGiuseppe TironeRoberto Pirrone,QuASIt: A Cognitive Inspired Approach to Question Answering for the Italian Language,2016,https://doi.org/10.1007/978-3-319-49130-1_34,http://link.springer.com/chapter/10.1007/978-3-319-49130-1_34
Matias FrosterusEero HyvönenJoonas Laitio,DataFinland—A Semantic Portal for Open and Linked Datasets,2011,https://doi.org/10.1007/978-3-642-21064-8_17,http://link.springer.com/chapter/10.1007/978-3-642-21064-8_17
Nan Duan,Overview of the NLPCC 2018 Shared Task: Open Domain QA,2018,https://doi.org/10.1007/978-3-319-99501-4_43,http://link.springer.com/chapter/10.1007/978-3-319-99501-4_43
Álvaro Huertas-GarcíaJavier Huertas-TatoAlejandro MartínDavid Camacho,Countering Misinformation Through Semantic-Aware Multilingual Models,2021,https://doi.org/10.1007/978-3-030-91608-4_31,http://link.springer.com/chapter/10.1007/978-3-030-91608-4_31
María-Dolores Olvera-LoboJuncal Gutiérrez-Artacho,Multilingual Question-Answering System in Biomedical Domain on the Web: An Evaluation,2011,https://doi.org/10.1007/978-3-642-23708-9_10,http://link.springer.com/chapter/10.1007/978-3-642-23708-9_10
Kun HuJianguo LiWande ChenChengzhe YuanQiang XuYong Tang,Scholar Knowledge Graph and Its Application in Scholar Encyclopedia,2021,https://doi.org/10.1007/978-981-16-2540-4_41,http://link.springer.com/chapter/10.1007/978-981-16-2540-4_41
Ekaterini IoannouYannis Velegrakis,Searching Web 2.0 Data Through Entity-Based Aggregation,2016,https://doi.org/10.1007/978-3-662-49521-6_7,http://link.springer.com/chapter/10.1007/978-3-662-49521-6_7
Tanik SaikhArkadipta DeDibyanayan BandyopadhyayBaban GainAsif Ekbal,A Neural Framework for English-Hindi Cross-Lingual Natural Language Inference,2020,https://doi.org/10.1007/978-3-030-63830-6_55,http://link.springer.com/chapter/10.1007/978-3-030-63830-6_55
Mauricio Espinoza MejíaElena Montiel-PonsodaGuadalupe Aguado de CeaAsunción Gómez-Pérez,Ontology Localization,2012,https://doi.org/10.1007/978-3-642-24794-1_8,http://link.springer.com/chapter/10.1007/978-3-642-24794-1_8
Chengbiao YangWeizhuo LiXiaoping ZhangRunshun ZhangGuilin Qi,A Temporal Semantic Search System for Traditional Chinese Medicine Based on Temporal Knowledge Graphs,2020,https://doi.org/10.1007/978-981-15-3412-6_2,http://link.springer.com/chapter/10.1007/978-981-15-3412-6_2
Mayank Kejriwal,What Is a Knowledge Graph?,2019,https://doi.org/10.1007/978-3-030-12375-8_1,http://link.springer.com/chapter/10.1007/978-3-030-12375-8_1
,Trends and Highlights in China,2021,https://doi.org/10.1007/978-981-16-1986-1_3,http://link.springer.com/chapter/10.1007/978-981-16-1986-1_3
Eetu MäkeläKaisa HypénEero Hyvönen,BookSampo—Lessons Learned in Creating a Semantic Portal for Fiction Literature,2011,https://doi.org/10.1007/978-3-642-25093-4_12,http://link.springer.com/chapter/10.1007/978-3-642-25093-4_12
Qiannan ZhuXiaofei ZhouYuwen WuPing LiuLi Guo,Multilingual Knowledge Graph Embeddings with Neural Networks,2020,https://doi.org/10.1007/978-981-15-2810-1_15,http://link.springer.com/chapter/10.1007/978-981-15-2810-1_15
David W. EmbleyStephen W. LiddleDeryle W. LonsdaleJoseph S. ParkByung-Joo ShinAndrew J. Zitzelberger,Cross-Language Hybrid Keyword and Semantic Search,2012,https://doi.org/10.1007/978-3-642-34002-4_15,http://link.springer.com/chapter/10.1007/978-3-642-34002-4_15
Alexandra DumitriuCliona MolonyChathuri Daluwatte,Graph-Based Natural Language Processing for the Pharmaceutical Industry,2021,https://doi.org/10.1007/978-3-030-67681-0_6,http://link.springer.com/chapter/10.1007/978-3-030-67681-0_6
David CarmelYi ChangHongbo DengJian-Yun Nie,Future Directions of Query Understanding,2020,https://doi.org/10.1007/978-3-030-58334-7_9,http://link.springer.com/chapter/10.1007/978-3-030-58334-7_9
Vladimir A. Fomichov,A Broadly Applicable and Flexible Conceptual Metagrammar as a Basic Tool for Developing a Multilingual Semantic Web,2013,https://doi.org/10.1007/978-3-642-38824-8_21,http://link.springer.com/chapter/10.1007/978-3-642-38824-8_21
Hualong ZhangLiting LiuShuzhi ChengWenxuan Shi,CN-StartEnd: A Chinese Event Base Recording Start and End for Everything,2019,https://doi.org/10.1007/978-981-15-1956-7_13,http://link.springer.com/chapter/10.1007/978-981-15-1956-7_13
Yassine BenajibaPaolo RossoLahsen AbouenourOmar TriguiKarim BouzoubaaLamia Belguith,Question Answering,2014,https://doi.org/10.1007/978-3-642-45358-8_11,http://link.springer.com/chapter/10.1007/978-3-642-45358-8_11
Pavel BraslavskiSuzan VerberneRuslan Talipov,Show Me How to Tie a Tie: Evaluation of Cross-Lingual Video Retrieval,2016,https://doi.org/10.1007/978-3-319-44564-9_1,http://link.springer.com/chapter/10.1007/978-3-319-44564-9_1
Nicola Ferro,"What Happened in CLEF
                  
                    
                  
                  $$\ldots $$
                 For a While?",2019,https://doi.org/10.1007/978-3-030-28577-7_1,http://link.springer.com/chapter/10.1007/978-3-030-28577-7_1
Pothula SujathaP. Dhavachelvan,A Review on the Variants of Information Retrieval,2011,https://doi.org/10.1007/978-3-642-22543-7_63,http://link.springer.com/chapter/10.1007/978-3-642-22543-7_63
Boyan SimeonovVladimir AlexievDimitris LiparasMarti PuigboStefanos VrochidisEmmanuel JaminIoannis Kompatsiaris,Semantic Integration of Web Data for International Investment Decision Support,2016,https://doi.org/10.1007/978-3-319-45982-0_18,http://link.springer.com/chapter/10.1007/978-3-319-45982-0_18
Yujing ZhangFeng ZhouXiaoyong Y. Li,BRCEA: Bootstrapping Relation-Aware Cross-Lingual Entity Alignment,2021,https://doi.org/10.1007/978-3-030-88480-2_20,http://link.springer.com/chapter/10.1007/978-3-030-88480-2_20
Muhammad AmithCui Tao,A Prototype Mobile Virtual Assistant for Semantic-Based Vaccine Information Retrieval,2014,https://doi.org/10.1007/978-3-319-08416-9_21,http://link.springer.com/chapter/10.1007/978-3-319-08416-9_21
Matteo BelcaoEmanuele FalzoneEnea BiondaEmanuele Della Valle,Chimera: A Bridge Between Big Data Analytics and Semantic Technologies,2021,https://doi.org/10.1007/978-3-030-88361-4_27,http://link.springer.com/chapter/10.1007/978-3-030-88361-4_27
Yuanming ZhangTianyu GaoJiawei LuZhenbo ChengGang Xiao,Adaptive Entity Alignment for Cross-Lingual Knowledge Graph,2021,https://doi.org/10.1007/978-3-030-82147-0_39,http://link.springer.com/chapter/10.1007/978-3-030-82147-0_39
Yanshen YinYong ZhangXiao LiuYan ZhangChunxiao XingHsinchun Chen,HealthQA: A Chinese QA Summary System for Smart Health,2014,https://doi.org/10.1007/978-3-319-08416-9_6,http://link.springer.com/chapter/10.1007/978-3-319-08416-9_6
Teruko MitamuraEric Nyberg,Component-Based Evaluation for Question Answering,2021,https://doi.org/10.1007/978-981-15-5554-1_8,http://link.springer.com/chapter/10.1007/978-981-15-5554-1_8
,Global Trends,2021,https://doi.org/10.1007/978-981-16-1986-1_1,http://link.springer.com/chapter/10.1007/978-981-16-1986-1_1
Nicoletta CalzolariFrancesca BertagnaAlessandro LenciMonica Monachini,Boosting Lexical Resources for the Semantic Web: Generative Lexicon and Lexicon Interoperability,2013,https://doi.org/10.1007/978-94-007-5189-7_18,http://link.springer.com/chapter/10.1007/978-94-007-5189-7_18
Han RenDonghong JiChong TengJing Wan,A Web Knowledge Based Approach for Complex Question Answering,2011,https://doi.org/10.1007/978-3-642-25631-8_42,http://link.springer.com/chapter/10.1007/978-3-642-25631-8_42
Uday KamathJohn LiuJames Whitaker,Text and Speech Basics,2019,https://doi.org/10.1007/978-3-030-14596-5_3,http://link.springer.com/chapter/10.1007/978-3-030-14596-5_3
Weiming LuPeng WangHuan WangJiahui LiuHao DaiBaogang Wei,Cross-Lingual Entity Matching for Heterogeneous Online Wikis,2018,https://doi.org/10.1007/978-3-319-73618-1_78,http://link.springer.com/chapter/10.1007/978-3-319-73618-1_78
Zhao YiWang JinXuejie Zhang,Research on Cross-lingual Machine Reading Comprehension Technology Based on Non-parallel Corpus,2020,https://doi.org/10.1007/978-981-15-8083-3_36,http://link.springer.com/chapter/10.1007/978-981-15-8083-3_36
Peter SchüllerAntonius Weinzierl,Semantic Reasoning with SPARQL in Heterogeneous Multi-context Systems,2011,https://doi.org/10.1007/978-3-642-22056-2_59,http://link.springer.com/chapter/10.1007/978-3-642-22056-2_59
Anna SafaryanPetr FilchenkovWeijia YanAndrey KutuzovIrina Nikishina,Semantic Recommendation System for Bilingual Corpus of Academic Papers,2021,https://doi.org/10.1007/978-3-030-71214-3_3,http://link.springer.com/chapter/10.1007/978-3-030-71214-3_3
Lonneke van der PlasJörg TiedemannIsmail Fahmi,Automatic Extraction of Medical Term Variants from Multilingual Parallel Translations,2011,https://doi.org/10.1007/978-3-642-17525-1_7,http://link.springer.com/chapter/10.1007/978-3-642-17525-1_7
S. SahniN. AroraS. SenN. L. Sarda,OntoAQ: Ontology-Based Flexible Querying System for Farmers,2018,https://doi.org/10.1007/978-981-13-2330-0_16,http://link.springer.com/chapter/10.1007/978-981-13-2330-0_16
Isabelle AugensteinDiana MaynardFabio Ciravegna,Relation Extraction from the Web Using Distant Supervision,2014,https://doi.org/10.1007/978-3-319-13704-9_3,http://link.springer.com/chapter/10.1007/978-3-319-13704-9_3
Emrah InanOguz Dikenelli,WeDGeM: A Domain-Specific Evaluation Dataset Generator for Multilingual Entity Linking Systems,2017,https://doi.org/10.1007/978-3-319-68786-5_18,http://link.springer.com/chapter/10.1007/978-3-319-68786-5_18
Taylor CassidyHeng JiHongbo DengJing ZhengJiawei Han,Analysis and Refinement of Cross-Lingual Entity Linking,2012,https://doi.org/10.1007/978-3-642-33247-0_1,http://link.springer.com/chapter/10.1007/978-3-642-33247-0_1
Xiang Zhao,Towards Knowledge Graphs Federations: Issues and Technologies,2021,https://doi.org/10.1007/978-981-16-0479-9_6,http://link.springer.com/chapter/10.1007/978-981-16-0479-9_6
Hazem SafwatBrian Davis,A Brief State of the Art of CNLs for Ontology Authoring,2014,https://doi.org/10.1007/978-3-319-10223-8_18,http://link.springer.com/chapter/10.1007/978-3-319-10223-8_18
Aya M. Al-ZoghbyKhaled Shaalan,Conceptual Search for Arabic Web Content,2015,https://doi.org/10.1007/978-3-319-18117-2_30,http://link.springer.com/chapter/10.1007/978-3-319-18117-2_30
Bang LiuLingfei Wu,Graph Neural Networks in Natural Language Processing,2022,https://doi.org/10.1007/978-981-16-6054-2_21,http://link.springer.com/chapter/10.1007/978-981-16-6054-2_21
Freddy LécuéRobert TuckerSimone Tallevi-DiotalleviRahul NairYiannis GkoufasGiuseppe LiguoriMauro BorioniAlexandre RademakerLuciano Barbosa,"Semantic Traffic Diagnosis with STAR-CITY: Architecture and Lessons Learned from Deployment in Dublin, Bologna, Miami and Rio",2014,https://doi.org/10.1007/978-3-319-11915-1_19,http://link.springer.com/chapter/10.1007/978-3-319-11915-1_19
Guangyuan PiaoWeipeng Huang,Learning to Predict the Departure Dynamics of Wikidata Editors,2021,https://doi.org/10.1007/978-3-030-88361-4_3,http://link.springer.com/chapter/10.1007/978-3-030-88361-4_3
Mariano RicoChristina Unger,Lemonade: A Web Assistant for Creating and Debugging Ontology Lexica,2015,https://doi.org/10.1007/978-3-319-19581-0_45,http://link.springer.com/chapter/10.1007/978-3-319-19581-0_45
John McCraeDennis SpohrPhilipp Cimiano,Linking Lexical Resources and Ontologies on the Semantic Web with Lemon,2011,https://doi.org/10.1007/978-3-642-21034-1_17,http://link.springer.com/chapter/10.1007/978-3-642-21034-1_17
René WitteThomas KapplerRalf KrestelPeter C. Lockemann,"Integrating Wiki Systems, Natural Language Processing, and Semantic Technologies for Cultural Heritage Data Management",2011,https://doi.org/10.1007/978-3-642-20227-8_12,http://link.springer.com/chapter/10.1007/978-3-642-20227-8_12
G. S. K. SantoshN. Kiran KumarVasudeva Varma,Ranking Multilingual Documents Using Minimal Language Dependent Resources,2011,https://doi.org/10.1007/978-3-642-19437-5_17,http://link.springer.com/chapter/10.1007/978-3-642-19437-5_17
Bo ChenJing ZhangXiaobin TangHong ChenCuiping Li,JarKA: Modeling Attribute Interactions for Cross-lingual Knowledge Alignment,2020,https://doi.org/10.1007/978-3-030-47426-3_65,http://link.springer.com/chapter/10.1007/978-3-030-47426-3_65
Tokio KawakamiTakeshi MoritaTakahira Yamaguchi,Building Wikipedia Ontology with More Semi-structured Information Resources,2017,https://doi.org/10.1007/978-3-319-70682-5_1,http://link.springer.com/chapter/10.1007/978-3-319-70682-5_1
Sanmitra BhattacharyaHung TranPadmini Srinivasan,Data-Driven Methods for SMS-Based FAQ Retrieval,2013,https://doi.org/10.1007/978-3-642-40087-2_11,http://link.springer.com/chapter/10.1007/978-3-642-40087-2_11
Julian SzymańskiElena Demidova,KEYSTONE WG2: Activities and Results Overview on Keyword Search,2018,https://doi.org/10.1007/978-3-319-74497-1_21,http://link.springer.com/chapter/10.1007/978-3-319-74497-1_21
Mamoun Abu Helou,Ontology Based Segmentation of Geo-Referenced Queries,2012,https://doi.org/10.1007/978-3-642-27997-3_13,http://link.springer.com/chapter/10.1007/978-3-642-27997-3_13
Agnieszka DziobTomasz Naskręt,Wordnet – a Basic Resource for Natural Language Processing: The Case of plWordNet,2020,https://doi.org/10.1007/978-3-030-63119-2_56,http://link.springer.com/chapter/10.1007/978-3-030-63119-2_56
Khyathi Raghavi ChanduManoj ChinnakotlaAlan W. BlackManish Shrivastava,WebShodh: A Code Mixed Factoid Question Answering System for Web,2017,https://doi.org/10.1007/978-3-319-65813-1_9,http://link.springer.com/chapter/10.1007/978-3-319-65813-1_9
Anselmo PeñasEduard HovyPamela FornerÁlvaro RodrigoRichard SutcliffeRoser Morante,QA4MRE 2011-2013: Overview of Question Answering for Machine Reading Evaluation,2013,https://doi.org/10.1007/978-3-642-40802-1_29,http://link.springer.com/chapter/10.1007/978-3-642-40802-1_29
Robert LitschkoIvan VulićSimone Paolo PonzettoGoran Glavaš,Evaluating Multilingual Text Encoders for Unsupervised Cross-Lingual Retrieval,2021,https://doi.org/10.1007/978-3-030-72113-8_23,http://link.springer.com/chapter/10.1007/978-3-030-72113-8_23
Barrou DialloMihai Lupu,Future Patent Search,2017,https://doi.org/10.1007/978-3-662-53817-3_17,http://link.springer.com/chapter/10.1007/978-3-662-53817-3_17
Péter KirályJuliane StillerValentine CharlesWerner BailerNuno Freire,Evaluating Data Quality in Europeana: Metrics for Multilinguality,2019,https://doi.org/10.1007/978-3-030-14401-2_19,http://link.springer.com/chapter/10.1007/978-3-030-14401-2_19
Michal GordonDavid Harel,Steps towards Scenario-Based Programming with a Natural Language Interface,2014,https://doi.org/10.1007/978-3-642-54848-2_9,http://link.springer.com/chapter/10.1007/978-3-642-54848-2_9
Anastasios NentidisGeorgios KatsimprasEirini VandorouAnastasia KritharaLuis GascoMartin KrallingerGeorgios Paliouras,Overview of BioASQ 2021: The Ninth BioASQ Challenge on Large-Scale Biomedical Semantic Indexing and Question Answering,2021,https://doi.org/10.1007/978-3-030-85251-1_18,http://link.springer.com/chapter/10.1007/978-3-030-85251-1_18
Mullapudi Ch. SravanthiKuncham PrathyushaRadhika Mamidi,"A Dialogue System for Telugu, a Resource-Poor Language",2015,https://doi.org/10.1007/978-3-319-18117-2_27,http://link.springer.com/chapter/10.1007/978-3-319-18117-2_27
Johannes FähndrichSabine WeberHannes Kanthak,A Marker Passing Approach to Winograd Schemas,2018,https://doi.org/10.1007/978-3-030-04284-4_12,http://link.springer.com/chapter/10.1007/978-3-030-04284-4_12
Philipp CimianoJohn McCraePaul BuitelaarElena Montiel-Ponsoda,On the Role of Senses in the Ontology-Lexicon,2013,https://doi.org/10.1007/978-3-642-31782-8_4,http://link.springer.com/chapter/10.1007/978-3-642-31782-8_4
P. V. S. RaoSunil Kumar Kopparapu,Case Studies,2018,https://doi.org/10.1007/978-981-13-1750-7_6,http://link.springer.com/chapter/10.1007/978-981-13-1750-7_6
Naeha SharifUzair NadeemSyed Afaq Ali ShahMohammed BennamounWei Liu,"Vision to Language: Methods, Metrics and Datasets",2020,https://doi.org/10.1007/978-3-030-49724-8_2,http://link.springer.com/chapter/10.1007/978-3-030-49724-8_2
Ricardo RodriguesPaulo Gomes,Improving Question-Answering for Portuguese Using Triples Extracted from Corpora,2016,https://doi.org/10.1007/978-3-319-41552-9_3,http://link.springer.com/chapter/10.1007/978-3-319-41552-9_3
Jorge Martinez-GilBernhard FreudenthalerA Min Tjoa,A General Framework for Multiple Choice Question Answering Based on Mutual Information and Reinforced Co-occurrence,2019,https://doi.org/10.1007/978-3-662-60531-8_4,http://link.springer.com/chapter/10.1007/978-3-662-60531-8_4
Shaban ShabaniZhan LiuMaria Sokhn,Semantic Network Visualization of Cultural Heritage Data,2018,https://doi.org/10.1007/978-3-030-03056-8_28,http://link.springer.com/chapter/10.1007/978-3-030-03056-8_28
Danilo CroceAlexandra ZelenanskaRoberto Basili,Neural Learning for Question Answering in Italian,2018,https://doi.org/10.1007/978-3-030-03840-3_29,http://link.springer.com/chapter/10.1007/978-3-030-03840-3_29
Georg Rehm,The State of Computational Morphology for Europe’s Languages and the META-NET Strategic Research Agenda,2013,https://doi.org/10.1007/978-3-642-40486-3_1,http://link.springer.com/chapter/10.1007/978-3-642-40486-3_1
Massimo CragliaStefano NativiMattia SantoroLorenzino VaccariCristiano Fugazza,Inter-disciplinary Interoperability for Global Sustainability Research,2011,https://doi.org/10.1007/978-3-642-20630-6_1,http://link.springer.com/chapter/10.1007/978-3-642-20630-6_1
Miriam FernándezVanessa López,Summary of the Demonstration and Poster Track,2013,https://doi.org/10.1007/978-3-642-41242-4_12,http://link.springer.com/chapter/10.1007/978-3-642-41242-4_12
Georg RehmHans Uszkoreit,Major Trends in Information and Communication Technologies,2013,https://doi.org/10.1007/978-3-642-36349-8_3,http://link.springer.com/chapter/10.1007/978-3-642-36349-8_3
Anastasios NentidisAnastasia KritharaKonstantinos BougiatiotisMartin KrallingerCarlos Rodriguez-PenagosMarta VillegasGeorgios Paliouras,Overview of BioASQ 2020: The Eighth BioASQ Challenge on Large-Scale Biomedical Semantic Indexing and Question Answering,2020,https://doi.org/10.1007/978-3-030-58219-7_16,http://link.springer.com/chapter/10.1007/978-3-030-58219-7_16
Norshuhani ZaminZainab Abu Bakar,Name Entity Recognition for Malay Texts Using Cross-Lingual Annotation Projection Approach,2015,https://doi.org/10.1007/978-3-319-21404-7_18,http://link.springer.com/chapter/10.1007/978-3-319-21404-7_18
Armando VieiraBernardete Ribeiro,Natural Language Processing and Speech,2018,https://doi.org/10.1007/978-1-4842-3453-2_5,http://link.springer.com/chapter/10.1007/978-1-4842-3453-2_5
Xiaoya PengDong Zhou,A Framework for Learning Cross-Lingual Word Embedding with Topics,2020,https://doi.org/10.1007/978-3-030-60290-1_22,http://link.springer.com/chapter/10.1007/978-3-030-60290-1_22
Krisztian Balog,Entity Linking,2018,https://doi.org/10.1007/978-3-319-93935-3_5,http://link.springer.com/chapter/10.1007/978-3-319-93935-3_5
Elke DunckerJaved Anjum SheikhBob Fields,From Global Terminology to Local Terminology: A Review on Cross-Cultural Interface Design Solutions,2013,https://doi.org/10.1007/978-3-642-39143-9_22,http://link.springer.com/chapter/10.1007/978-3-642-39143-9_22
Jing ZhangYixin CaoLei HouJuanzi LiHai-Tao Zheng,XLink: An Unsupervised Bilingual Entity Linking System,2017,https://doi.org/10.1007/978-3-319-69005-6_15,http://link.springer.com/chapter/10.1007/978-3-319-69005-6_15
Runqing MiaoQingxuan Jia,Scene Graph Prediction with Concept Knowledge Base,2022,https://doi.org/10.1007/978-981-16-9247-5_23,http://link.springer.com/chapter/10.1007/978-981-16-9247-5_23
Jaime Alberto Guzmán LunaIngrid Durley Torres PardoJovani Alberto Jiménez Builes,"BAX-SET PLUS: A Taxonomic Navigation Model to Categorize, Search and Retrieve Semantic Web Services",2013,https://doi.org/10.1007/978-3-642-28807-4_50,http://link.springer.com/chapter/10.1007/978-3-642-28807-4_50
Xiuting SongHan ZhangLuyi Bai,Entity Alignment Between Knowledge Graphs Using Entity Type Matching,2021,https://doi.org/10.1007/978-3-030-82136-4_47,http://link.springer.com/chapter/10.1007/978-3-030-82136-4_47
Sebastian NeumaierVadim SavenkovSvitlana Vakulenko,Talking Open Data,2017,https://doi.org/10.1007/978-3-319-70407-4_25,http://link.springer.com/chapter/10.1007/978-3-319-70407-4_25
