authors	title	abstract	publication_year	doi	url	IS_ACCEPTED
Wolf, Lina and Knuth, Magnus and Osterhoff, Johannes and Sack, Harald	RISQ! Renowned Individuals Semantic Quiz: A Jeopardy like Quiz Game for Ranking Facts	In 2011 the IBM Computer Watson was beating its human opponents in the American TV quiz show Jeopardy!. However, the questions for the quiz have been developed by a team of human authors. Authoring questions is a difficult task, because in a Jeopardy! game the questions should be neither too easy nor too hard and should fit the general scope of knowledge of the audience and players. Linked Open Data (LOD) provides huge amounts of information that is growing daily. Yet, there is no ranking that determines the importance of LOD facts, as e. g. by querying LOD for movies starring a distinct actor provides numerous answers, whereas it cannot be answered, which of the movies was the most important for this actor. To rank search results for semantic search various heuristics have been developed to cope with the problem of missing rank in the semantic web. This paper proposes a Jeopardy! like quiz game with questions automatically generated from LOD facts to gather ranking information for persons to provide a basis for the evaluation of semantic ranking heuristics.	2011	https://doi.org/10.1145/2063518.2063528	https://doi.org/10.1145/2063518.2063528	FALSE
Basu, Joyanta and Khan, Soma and Roy, Rajib and Bepari, Milton S.	Commodity Price Retrieval System in Bangla: An IVR Based Application	Present paper describes the overall architecture, design and evaluation process of an Interactive Voice Response based Commodity Price Retrieval System for semiliterate or illiterate farmers. Here users just need to dial a 24x7 helpline number to get market wise latest price information on recognition of district and commodity names in Bangla language. Telephonic speech data has been collected automatically from all geographical regions of West Bengal to cover major dialectal variations. Sustained efforts have been given in real-time speech data collection, transcription, system design, evaluation and field trial analysis. Additionally to meet users' expectations in field conditions, distinctive error recovery methods like Signal Analysis and Decision, Confidence Measure and Polling, Complementary Information, Runtime model generation etc. are incorporated to confirm performance enhancement in final trial. This system is providing excellent value-addition to the already existing AGMARKNET website managed by ministry of agriculture, India; as no computers, internet, or even reading/writing skills are required for this application.	2013	https://doi.org/10.1145/2525194.2525310	https://doi.org/10.1145/2525194.2525310	FALSE
Gupta, Dhruv and Berberich, Klaus	Optimizing Hyper-Phrase Queries	A hyper-phrase query (HPQ) consists of a sequence of phrase sets. Such queries naturally arise when attempting to spot knowledge graph (KG) facts or sets of KG facts in large document collections to establish their provenance. Our approach addresses this challenge by proposing query operators to detect text regions in documents that correspond to the HPQ as combinations of n-grams and skip-grams. The optimization lies in identifying the most cost-efficient order of query operators that can be executed to identify the text regions containing the HPQ. We show the efficiency of our optimizations on spotting facts from Wikidata in document collections amounting to more than thirty million documents.	2020	https://doi.org/10.1145/3409256.3409827	https://doi.org/10.1145/3409256.3409827	FALSE
Dram\'{e}, Khadim and Smits, Gr\'{e}gory and Pivert, Olivier	Coarse to Fine Keyword Queries with User Interactions	A large amount of linked data is now available, but to retrieve knowledge from these data, queries have to be formulated using formal query languages. While expressive query languages are developed, their use by end users, generally not familiar with formal languages, is limited. Keyword-based search is considered as a convenient and intuitive way for users to express their information needs. Keyword search over structured data is thus an interesting alternative but which raises challenging issues. The main challenge is to determine the meaning of a keyword query in order to translate it into a target formal query language, SPARQL in our case. In this paper, we address this challenge and propose a novel approach that relies on user interactions to determine the correct interpretation of the keyword query. The principle is to first ask the user to define a coarse keyword query, then to suggest candidate interpretations expressed in an explicit, thus unambiguous, and human readable form. Once the correct interpretation has been selected, the query may be refined with aggregate functions and comparatives. Experiments conducted on a large knowledge base show the effectiveness and the efficiency of the proposed approach.	2015	https://doi.org/10.1145/2837185.2837210	https://doi.org/10.1145/2837185.2837210	FALSE
Mousavi, Hamid and Atzori, Maurizio and Gao, Shi and Zaniolo, Carlo	Text-Mining, Structured Queries, and Knowledge Management on Web Document Corpora	Wikipedia's InfoBoxes play a crucial role in advanced applications and provide the main knowledge source for DBpedia and the powerful structured queries it supports. However, InfoBoxes, which were created by crowdsourcing for human rather than computer consumption, suffer from incompleteness, inconsistencies, and inaccuracies. To overcome these problems, we have developed (i) the IBminer system that extracts InfoBox information by text-mining Wikipedia pages, (ii) the IKBStore system that integrates the information derived by IBminer with that of DBpedia, YAGO2,WikiData,WordNet, and other sources, and (iii) SWiPE and InfoBox Editor (IBE) that provide a user-friendly interfaces for querying and revising the knowledge base. Thus, IBminer uses a deep NLP-based approach to extract from text a semantic representation structure called TextGraph from which the system detects patterns and derives subject-attribute-value relations, as well as domain-specific synonyms for the knowledge base. IKBStore and IBE complement the powerful, user-friendly, by-example structured queries of SWiPE by supporting the validation and provenance history for the information contained in the knowledge base, along with the ability of upgrading its knowledge when this is found incomplete, incorrect, or outdated.	2014	https://doi.org/10.1145/2694428.2694437	https://doi.org/10.1145/2694428.2694437	FALSE
Ensan, Faezeh and Bagheri, Ebrahim	Document Retrieval Model Through Semantic Linking	This paper addresses the task of document retrieval based on the degree of document relatedness to the meanings of a query by presenting a semantic-enabled language model. Our model relies on the use of semantic linking systems for forming a graph representation of documents and queries, where nodes represent concepts extracted from documents and edges represent semantic relatedness between concepts. Based on this graph, our model adopts a probabilistic reasoning model for calculating the conditional probability of a query concept given values assigned to document concepts. We present an integration framework for interpolating other retrieval systems with the presented model in this paper. Our empirical experiments on a number of TREC collections show that the semantic retrieval has a synergetic impact on the results obtained through state of the art keyword-based approaches, and the consideration of semantic information obtained from entity linking on queries and documents can complement and enhance the performance of other retrieval models.	2017	https://doi.org/10.1145/3018661.3018692	https://doi.org/10.1145/3018661.3018692	FALSE
Stabauer, Martin and Grossmann, Georg and Stumptner, Markus	State of the Art in Knowledge Extraction from Online Polls: A Survey of Current Technologies	The ongoing research and development in the field of Natural Language Processing has lead to a great number of technologies in its context. There have been major benefits when it comes to bringing together the worlds of natural language and semantic technologies, so more and more potential areas of application emerge. One of these is the subject of this paper, in particular the possible ways of knowledge extraction from single-question online polls.With concepts of the Social Web, internet users want to contribute and express their opinion. As a consequence, the popularity of online polls is rapidly increasing; they can be found in news articles of media sites, on blogs etc. It would be desirable to bring intelligence to the application of polls by using technologies of the SemanticWeb and Natural Language Processing as this would allow to build a great knowledge base and to draw conclusions from it.This paper surveys the current landscape of tools and state-of-the-art technologies and analyses them with regard to pre-defined requirements that need to be accomplished, in order to be useful for extracting knowledge from the results generated by online polls.	2016	https://doi.org/10.1145/2843043.2843378	https://doi.org/10.1145/2843043.2843378	FALSE
Wang, Fang and Xie, Yongqiang and Zhang, Kai and Xia, Rui	A Joint Model of Adaptive Clustering and Multi-Kernel Learning for Entity Alignment		2021	https://doi.org/10.1145/3502300.3502313	https://doi.org/10.1145/3502300.3502313	FALSE
Kejriwal, Mayank and Szekely, Pedro	Supervised Typing of Big Graphs Using Semantic Embeddings	We propose a supervised algorithm for generating type embeddings in the same semantic vector space as a given set of entity embeddings. The algorithm is agnostic to the derivation of the underlying entity embeddings. It does not require any manual feature engineering, generalizes well to hundreds of types and achieves near-linear scaling on Big Graphs containing many millions of triples and instances by virtue of an incremental execution. We demonstrate the utility of the embeddings on a type recommendation task, outperforming a non-parametric feature-agnostic baseline while achieving 15\texttimes{} speedup and near-constant memory usage on a full partition of DBpedia. Using state-of-the-art visualization, we illustrate the agreement of our extensionally derived DBpedia type embeddings with the manually curated domain ontology. Finally, we use the embeddings to probabilistically cluster about 4 million DBpedia instances into 415 types in the DBpedia ontology.	2017	https://doi.org/10.1145/3066911.3066918	https://doi.org/10.1145/3066911.3066918	FALSE
Punjani, D. and Singh, K. and Both, A. and Koubarakis, M. and Angelidis, I. and Bereta, K. and Beris, T. and Bilidas, D. and Ioannidis, T. and Karalis, N. and Lange, C. and Pantazi, D. and Papaloukas, C. and Stamoulis, G.	Template-Based Question Answering over Linked Geospatial Data	Large amounts of geospatial data have been made available recently on the linked open data cloud and on the portals of many national cartographic agencies (e.g., OpenStreetMap data, administrative geographies of various countries, or land cover/land use data sets). These datasets use various geospatial vocabularies and can be queried using SPARQL or its OGC-standardized extension GeoSPARQL. In this paper we go beyond these approaches to offer a question answering service on top of linked geospatial data sources. Our system has been implemented as re-usable components of the Qanary question answering architecture to provide benefits for future research tasks. We give a detailed description of the architecture of the system, its underlying algorithms and its evaluation using a set of 201 natural language questions.	2018	https://doi.org/10.1145/3281354.3281362	https://doi.org/10.1145/3281354.3281362	TRUE
Tamine, Lynda and Goeuriot, Lorraine	Semantic Information Retrieval on Medical Texts: Research Challenges, Survey, and Open Issues	The explosive growth and widespread accessibility of medical information on the Internet have led to a surge of research activity in a wide range of scientific communities including health informatics and information retrieval (IR). One of the common concerns of this research, across these disciplines, is how to design either clinical decision support systems or medical search engines capable of providing adequate support for both novices (e.g., patients and their next-of-kin) and experts (e.g., physicians, clinicians) tackling complex tasks (e.g., search for diagnosis, search for a treatment). However, despite the significant multi-disciplinary research advances, current medical search systems exhibit low levels of performance. This survey provides an overview of the state of the art in the disciplines of IR and health informatics, and bridging these disciplines shows how semantic search techniques can facilitate medical IR. First,we will give a broad picture of semantic search and medical IR and then highlight the major scientific challenges. Second, focusing on the semantic gap challenge, we will discuss representative state-of-the-art work related to feature-based as well as semantic-based representation and matching models that support medical search systems. In addition to seminal works, we will present recent works that rely on research advancements in deep learning. Third, we make a thorough cross-model analysis and provide some findings and lessons learned. Finally, we discuss some open issues and possible promising directions for future research trends.	2021	https://doi.org/10.1145/3462476	https://doi.org/10.1145/3462476	FALSE
Wong, Wilson and Liu, Wei and Bennamoun, Mohammed	Ontology Learning from Text: A Look Back and into the Future	Ontologies are often viewed as the answer to the need for interoperable semantics in modern information systems. The explosion of textual information on the Read/Write Web coupled with the increasing demand for ontologies to power the Semantic Web have made (semi-)automatic ontology learning from text a very promising research area. This together with the advanced state in related areas, such as natural language processing, have fueled research into ontology learning over the past decade. This survey looks at how far we have come since the turn of the millennium and discusses the remaining challenges that will define the research directions in this area in the near future.	2012	https://doi.org/10.1145/2333112.2333115	https://doi.org/10.1145/2333112.2333115	FALSE
Costa-juss\`{a}, Marta R. and Espa\~{n}a-Bonet, Cristina and Fung, Pascale and Smith, Noah A.	Multilingual and Interlingual Semantic Representations for Natural Language Processing: A Brief Introduction	We introduce the Computational Linguistics special issue on Multilingual and Interlingual Semantic Representations for Natural Language Processing. We situate the special issue’s five articles in the context of our fast-changing field, explaining our motivation for this project. We offer a brief summary of the work in the issue, which includes developments on lexical and sentential semantic representations, from symbolic and neural perspectives.	2020	https://doi.org/10.1162/coli_a_00373	https://doi.org/10.1162/coli_a_00373	FALSE
Marx, Edgard and Usbeck, Ricardo and Ngomo, Axel-Cyrille Ngonga and H\"{o}ffner, Konrad and Lehmann, Jens and Auer, S\"{o}ren	Towards an Open Question Answering Architecture	Billions of facts pertaining to a multitude of domains are now available on the Web as RDF data. However, accessing this data is still a difficult endeavour for non-expert users. In order to meliorate the access to this data, approaches imposing minimal hurdles to their users are required. Although many question answering systems over Linked Data have being proposed, retrieving the desired data is still significantly challenging. In addition, developing and evaluating question answering systems remains a very complex task. To overcome these obstacles, we present a modular and extensible open-source question answering framework. We demonstrate how the framework can be used by integrating two state-of-the-art question answering systems. As a result our evaluation shows that overall better results can be achieved by the use of combination rather than individual stand-alone versions.	2014	https://doi.org/10.1145/2660517.2660519	https://doi.org/10.1145/2660517.2660519	FALSE
Hasibi, Faegheh and Balog, Krisztian and Bratsberg, Svein Erik	Dynamic Factual Summaries for Entity Cards	Entity cards are being used frequently in modern web search engines to offer a concise overview of an entity directly on the results page. These cards are composed of various elements, one of them being the entity summary: a selection of facts describing the entity from an underlying knowledge base. These summaries, while presenting a synopsis of the entity, can also directly address users' information needs. In this paper, we make the first effort towards generating and evaluating such factual summaries. We introduce and address the novel problem of dynamic entity summarization for entity cards, and break it down to two specific subtasks: fact ranking and summary generation. We perform an extensive evaluation of our method using crowdsourcing. Our results show the effectiveness of our fact ranking approach and validate that users prefer dynamic summaries over static ones.	2017	https://doi.org/10.1145/3077136.3080810	https://doi.org/10.1145/3077136.3080810	FALSE
Yu, Dongfei and Fu, Jianlong and Tian, Xinmei and Mei, Tao	Multi-Source Multi-Level Attention Networks for Visual Question Answering	In recent years, Visual Question Answering (VQA) has attracted increasing attention due to its requirement on cross-modal understanding and reasoning of vision and language. VQA is proposed to automatically answer natural language questions with reference to a given image. VQA is challenging, because the reasoning process on a visual domain needs a full understanding of the spatial relationship, semantic concepts, as well as the common sense for a real image. However, most existing approaches jointly embed the abstract low-level visual features and high-level question features to infer answers. These works have limited reasoning ability due to the lack of modeling of the rich spatial context of regions, high-level semantics of images, and knowledge across multiple sources. To solve the challenges, we propose multi-source multi-level attention networks for visual question answering that can benefit both spatial inferences by visual attention on context-aware region representation and reasoning by semantic attention on concepts as well as external knowledge. Indeed, we learn to reason on image representation by question-guided attention at different levels across multiple sources, including region and concept level representation from image source as well as sentence level representation from the external knowledge base. First, we encode region-based middle-level outputs from Convolutional Neural Networks (CNNs) into spatially embedded representation by a multi-directional two-dimensional recurrent neural network and, further, locate the answer-related regions by Multiple Layer Perceptron as visual attention. Second, we generate semantic concepts from high-level semantics in CNNs and select those question-related concepts as concept attention. Third, we query semantic knowledge from the general knowledge base by concepts and selected question-related knowledge as knowledge attention. Finally, we jointly optimize visual attention, concept attention, knowledge attention, and question embedding by a softmax classifier to infer the final answer. Extensive experiments show the proposed approach achieved significant improvement on two very challenging VQA datasets.	2019	https://doi.org/10.1145/3316767	https://doi.org/10.1145/3316767	FALSE
Rosales-M\'{e}ndez, Henry	Towards Better Entity Linking Evaluation	The Entity Linking (EL) task is concerned with linking entity mentions in a text collection with their corresponding knowledge-base entries. Despite the progress made in the evaluation of EL systems, there is still much work to be done, where this Ph.D. research tackles issues concerning EL evaluation. Among these issues, we stress (a)&nbsp;the lack of consensus about the definition of “entity” and the lack of evaluation metrics that allow for different notions of entities, (b)&nbsp;the lack of datasets that allow for cross-language comparison, and (c)&nbsp;the focus on evaluating high-level systems rather than low-level techniques. By addressing these challenges and better understanding the performance of EL systems, our hypothesis is that we can create a more general, more configurable EL framework that can be better adapted to the needs of a particular application. In the early stages of this PhD work, we have identified these problems and begun to address (a) and (b), publishing initial results that constitute a significant step forward in our investigation. However, there are still further challenges that must be addressed before we reach our goal. Our next steps thus involve proposing a more fluid definition of “entity” adaptable to different applications, the definition of quality measures that allow for comparing EL approaches targeting different types of entities, as well as the creation of a customizable EL framework that allows for composing and evaluating individual techniques as appropriate to a particular task.	2019	https://doi.org/10.1145/3308560.3314199	https://doi.org/10.1145/3308560.3314199	FALSE
Abdelaziz, Ibrahim and Dolby, Julian and McCusker, Jamie and Srinivas, Kavitha	A Toolkit for Generating Code Knowledge Graphs	Knowledge graphs have been proven extremely useful in powering diverse applications in semantic search and natural language understanding. In this work, we present GraphGen4Code, a toolkit to build code knowledge graphs that can similarly power various applications such as program search, code understanding, bug detection, and code automation. GraphGen4Code uses generic techniques to capture code semantics with the key nodes in the graph representing classes, functions and methods. Edges indicate function usage (e.g., how data flows through function calls, as derived from program analysis of real code), and documentation about functions (e.g., code documentation, usage documentation, or forum discussions such as StackOverflow). Our toolkit uses named graphs in RDF to model graphs per program, or can output graphs as JSON. We show the scalability of the toolkit by applying it to 1.3 million Python files drawn from GitHub, 2,300 Python modules, and 47 million forum posts. This results in an integrated code graph with over 2 billion triples. We make the toolkit to build such graphs as well as the sample extraction of the 2 billion triples graph publicly available to the community for use.	2021	https://doi.org/10.1145/3460210.3493578	https://doi.org/10.1145/3460210.3493578	FALSE
Ferro, Nicola	CLEF 15th Birthday: Past, Present, and Future	2014 marks the 15th birthday for CLEF, an evaluation campaign activity which has applied the Cranfield evaluation paradigm to the testing of multilingual and multimodal information access systems in Europe. This paper provides a summary of the motivations which led to the establishment of CLEF, and a description of how it has evolved over the years, the major achievements, and what we see as the next challenges.	2014	https://doi.org/10.1145/2701583.2701587	https://doi.org/10.1145/2701583.2701587	FALSE
Serdyukov, Pavel and Braslavski, Pavel and Kamps, Jaap	ECIR 2013: 35th European Conference on Information Retrieval		2013	https://doi.org/10.1145/2568388.2568395	https://doi.org/10.1145/2568388.2568395	FALSE
Wood, Peter T.	Query Languages for Graph Databases	Query languages for graph databases started to be investigated some 25 years ago. With much current data, such as linked data on the Web and social network data, being graph-structured, there has been a recent resurgence in interest in graph query languages. We provide a brief survey of many of the graph query languages that have been proposed, focussing on the core functionality provided in these languages. We also consider issues such as expressive power and the computational complexity of query evaluation.	2012	https://doi.org/10.1145/2206869.2206879	https://doi.org/10.1145/2206869.2206879	FALSE
Ali, Taqdir and Hussain, Maqbool and Khan, Wajahat Ali and Afzal, Muhammad and Lee, Sungyoung	Customized Clinical Domain Ontology Extraction for Knowledge Authoring Tool	Clinical Decision Support Systems (CDSS) require a shareable and adaptable knowledge base. However, sharing and reusing the expert's knowledge is a challenging task. The proposed approach designs a web based application that acquires and adapts the clinical expert's knowledge into shareable knowledge base. The system, Intelligent Knowledge Authoring Tool (I-KAT) creates rules in the form of Medical Logic Module (MLM) using HL7 standard Arden Syntax. These rules are easily shareable with HL7 complaint clinical institutions and organizations. To achieve interoperability using MLM, the system uses a mechanism for integration of terminology standard (SNOMED CT) concepts with CDSS standard (Virtual Medical Record (vMR)). The SNOMED CT ontology is comprehensive; containing more than 0.3 million concepts but 10--15% concepts of total ontology is normally used in rule creation for a specific domain. Semantically defining relationships between SNOMED CT concepts and vMR concepts require domain ontology development from the SNOMED ontology. In this paper we focus on automatic extraction of domain ontology from overall SNOMED CT ontology on the basis of vMR schema concepts and their attributes mapping with corresponding SNOMED CT concepts. The extracted domain ontology will increase the efficiency and effectiveness of searching mechanism in contextual selection process.	2014	https://doi.org/10.1145/2557977.2558063	https://doi.org/10.1145/2557977.2558063	FALSE
Barcel\'{o} Baeza, Pablo	Querying Graph Databases	Graph databases have gained renewed interest in the last years, due to its applications in areas such as the Semantic Web and Social Networks Analysis. We study the problem of querying graph databases, and, in particular, the expressiveness and complexity of evaluation for several general-purpose query languages, such as the regular path queries and its extensions with conjunctions and inverses. We distinguish between two semantics for these languages. The first one, based on simple paths, easily leads to intractability, while the second one, based on arbitrary paths, allows tractable evaluation for an expressive family of languages.We also study two recent extensions of these languages that have been motivated by modern applications of graph databases. The first one allows to treat paths as first-class citizens, while the second one permits to express queries that combine the topology of the graph with its underlying data.	2013	https://doi.org/10.1145/2463664.2465216	https://doi.org/10.1145/2463664.2465216	FALSE
Meditskos, Georgios and Dasiopoulou, Stamatia and Vrochidis, Stefanos and Wanner, Leo and Kompatsiaris, Ioannis	Question Answering over Pattern-Based User Models	In this paper we present an ontology-driven framework for natural language question analysis and answering over user models (e.g. preferences, habits and health problems of individuals) that are formally captured using ontology design patterns. Pattern-based modelling is extremely useful for capturing n-ary relations in a well-defined and axiomatised manner, but it introduces additional challenges in building NL interfaces for accessing the underlying content. This is mainly due to the encapsulation of domain semantics inside conceptual layers of abstraction (e.g. using reification or container classes) that demand flexible, context-aware approaches for query analysis and interpretation. We describe the coupling of a frame-based formalisation of natural language user utterances with a context-aware query interpretation towards question answering over pattern-based RDF knowledge bases. The proposed framework is part of a human-like socially communicative agent that acts as an intermediate between elderly migrants and care personnel, assisting the latter to solicit personal information about care recipients (e.g. medical history, care needs, preferences, routines, habits, etc.).	2016	https://doi.org/10.1145/2993318.2993331	https://doi.org/10.1145/2993318.2993331	FALSE
Looser, Dominic and Ma, Hui and Schewe, Klaus-Dieter	Using Formal Concept Analysis for Ontology Maintenance in Human Resource Recruitment	Ontologies have been proven useful for many applications by enabling semantic search and reasoning. Human resource management has recently attracted interest by researchers and practitioners seeking to exploit ontologies for improving the efficiency and effectiveness of the job recruitment process. However, the quality of semantic search and decision making intimately depends on the quality of the ontology used. Most current efforts concentrate on the development of general ontologies that find wide approval by the HR community worldwide. In order to be useful for automatic matchmaking between job offers and job seekers, such high-level ontologies need to be adequately enriched with detailed domain-specific knowledge and adapted to the particular needs of individual job markets. We present an approach for enriching and adapting an existing ontology using formal concept analysis.	2013			FALSE
Van Laere, Olivier and Bordino, Ilaria and Mejova, Yelena and Lalmas, Mounia	DEESSE: Entity-Driven Exploratory and SErendipitous Search SystEm	We present DEESSE [1], a tool that enables an exploratory and serendipitous exploration - at entity level, of the content of two different social media: Wikipedia, a user-curated online encyclopedia, and Yahoo Answers, a more unconstrained question/answering forum. DEESSE represents the content of each source as an entity network, which is further enriched with metadata about sentiment, writing quality, and topical category. Given a query entity, entity results are retrieved from the network by employing an algorithm based on a random walk with restart to the query. Following the emerging paradigm of composite retrieval, we organize the results into topically coherent bundles instead of showing them in a simple ranked list.	2014	https://doi.org/10.1145/2661829.2661853	https://doi.org/10.1145/2661829.2661853	FALSE
Maree, Mohammed and Rattrout, Amjad and Altawil, Muhanad and Belkhatir, Mohammed	Multi-Modality Search and Recommendation on Palestinian Cultural Heritage Based on the Holy-Land Ontology and Extrinsic Semantic Resources	The Cultural Heritage (CH) sector and its associated tourism services have been affected notably by the advancement of the Internet as well as the explosive growth of smartphones and other handheld devices. These days, visitors can access reliable CH content using Web and mobile-based interfaces. However, conventional CH systems still lack the ability to provide meaningful semantically overt results that precisely meet user information needs in this domain. In addition, they often ignore the user search context and experience, which hinders their ability to adapt their behavior to the preferences, tasks, interests, and other user functionalities. In this article, we aim to address the issue of designing a precision-oriented multilingual and multi-criteria semantic-based mobile recommender system specifically targeting Palestine's CH, a country with great historical and cultural importance. We aim to better facilitate users’ access to CH content by providing them with multiple search functionalities. In this context, a user can search for relevant information using keywords (a.k.a. tags) or sentence-like queries and the system retrieves all relevant documents based on their semantic similarity. A second option is to search using current location information to retrieve correlated historical places and events. Finally, starting from a picture of interest, a third option makes it possible to extract captions describing its content that can be used to search for additional contextually relevant information. Additionally, the proposed system aims at personalizing users’ experience through progressively delivering output that meets their information needs based on a number of parameters such as users' logging data, interests, previous searches, and location-based information. A prototype of the proposed system has been developed and tested using Android smartphones and a manually constructed ontology enriched with CH links to the Art &amp; Architecture Thesaurus (AAT) and DBpedia. By comparing our system with similar systems in this domain, findings demonstrate that it provides additional search features and functionalities to users. The proposed Holy-Land ontology is the first of its kind attempting to encode knowledge about Palestine's CH. It plays a crucial role in our proposal, serving as a pivotal entity in the combination of language-based, location-based, and visual-based retrieval strategies.	2021	https://doi.org/10.1145/3447523	https://doi.org/10.1145/3447523	TRUE
	WWW '19: Companion Proceedings of The 2019 World Wide Web Conference	It is our great pleasure to welcome you to <i>The Web Conference 2019</i>. The Web Conference is the premier venue focused on understanding the current state and the evolution of the Web through the lens of computer science, computational social science, economics, policy, and many other disciplines. The 2019 edition of the conference is a reflection point as we celebrate the 30th anniversary of the Web.	2019			FALSE
Gupta, Deepak and Ekbal, Asif and Bhattacharyya, Pushpak	A Deep Neural Network Framework for English Hindi Question Answering	In this article, we propose a unified deep neural network framework for multilingual question answering (QA). The proposed network deals with the multilingual questions and answers snippets. The input to the network is a pair of factoid question and snippet in the multilingual environment (English and Hindi), and output is the relevant answer from the snippet. We begin by generating the snippet using a graph-based language-independent algorithm, which exploits the lexico-semantic similarity between the sentences. The soft alignment of the question words from the English and Hindi languages has been used to learn the shared representation of the question. The learned shared representation of question and attention-based snippet representation are passed as an input to the answer extraction layer of the network, which extracts the answer span from the snippet. Evaluation on a standard multilingual QA dataset shows the state-of-the-art performance with 39.44 Exact Match (EM) and 44.97 F1 values. Similarly, we achieve the performance of 50.11 Exact Match (EM) and 53.77 F1 values on Translated SQuAD dataset.	2019	https://doi.org/10.1145/3359988	https://doi.org/10.1145/3359988	FALSE
Zhang, Ruqing and Guo, Jiafeng and Chen, Lu and Fan, Yixing and Cheng, Xueqi	A Review on Question Generation from Natural Language Text	Question generation is an important yet challenging problem in Artificial Intelligence (AI), which aims to generate natural and relevant questions from various input formats, e.g., natural language text, structure database, knowledge base, and image. In this article, we focus on question generation from natural language text, which has received tremendous interest in recent years due to the widespread applications such as data augmentation for question answering systems. During the past decades, many different question generation models have been proposed, from traditional rule-based methods to advanced neural network-based methods. Since there have been a large variety of research works proposed, we believe it is the right time to summarize the current status, learn from existing methodologies, and gain some insights for future development. In contrast to existing reviews, in this survey, we try to provide a more comprehensive taxonomy of question generation tasks from three different perspectives, i.e., the types of the input context text, the target answer, and the generated question. We take a deep look into existing models from different dimensions to analyze their underlying ideas, major design principles, and training strategies We compare these models through benchmark tasks to obtain an empirical understanding of the existing techniques. Moreover, we discuss what is missing in the current literature and what are the promising and desired future directions.	2021	https://doi.org/10.1145/3468889	https://doi.org/10.1145/3468889	FALSE
de A. J\'{u}nior, Jos\'{e} Gildo and Schiel, Ulrich and Marinho, Leandro Balby	An Approach for Building Lexical-Semantic Resources Based on Heterogeneous Information Sources	Lexical-semantic resources (LSRs) have an important role in many information retrieval and extraction tasks. However, in order to be effective, LSRs need to cover a broad spectrum of knowledge facets about terms, e.g., encyclopedic, linguistic, and common sense. These different knowledge facets are usually found in different and heterogeneous knowledge sources spread over the Web, turning the task of integrating them into an unified LSR a hard one. In this work, we propose a new approach to automatically build LSRs that are tailored to semantic search engines, i.e., our approach builds LSRs that favor disambiguation and faceted search. Moreover, while most of the related work is limited to using encyclopedic sources only, such as Wikipedia, we instantiate our approach using additional and heterogeneous knowledge sources, such as dictionaries (WordNet), common sense (Open Mind Common Sense), and semantic networks (Conceptnet5). For evaluation, we compare our approach with UBY, a open source and state-of-the-art LSR, in terms of the number of terms covered; the degree of semantic connections established for each term; and the strength of the extracted semantic relations between terms. We conducted experiments in several test sets and show that our approach is superior under the aforementioned aspects.	2015	https://doi.org/10.1145/2695664.2695896	https://doi.org/10.1145/2695664.2695896	FALSE
Dochev, Danail and Agre, Gennady and Pavlov, Radoslav	User Authoring in Learning-by-Doing Situations	The paper deals with learning-by-doing activities through learner's authoring of analytical materials in well-defined learning situations, considering some specifics of education in humanities. These `learning-by-authoring' activities are facilitated by Semantic Web techniques to support the learners in the access and filtration of necessary information objects to be analysed during the authoring process. The paper discusses a framework for Technology Enhanced Learning environment under experimental realisation for a concrete humanitarian domain - Bulgarian Iconography covered in a set of educational disciplines like iconography, arts, history, culture studies, theology, etc. The paper contains an example with structured formulation of a concrete learning task, used in the environment to help in the execution of the steps of collection development and in the evaluation of the adequacy of the selected representative subset of objects.	2011	https://doi.org/10.1145/2023607.2023703	https://doi.org/10.1145/2023607.2023703	FALSE
Metzler, Donald and Tay, Yi and Bahri, Dara and Najork, Marc	Rethinking Search: Making Domain Experts out of Dilettantes	When experiencing an information need, users want to engage with a domain expert, but often turn to an information retrieval system, such as a search engine, instead. Classical information retrieval systems do not answer information needs directly, but instead provide references to (hopefully authoritative) answers. Successful question answering systems offer a limited corpus created on-demand by human experts, which is neither timely nor scalable. Pre-trained language models, by contrast, are capable of directly generating prose that may be responsive to an information need, but at present they are dilettantes rather than domain experts - they do not have a true understanding of the world, they are prone to hallucinating, and crucially they are incapable of justifying their utterances by referring to supporting documents in the corpus they were trained over. This paper examines how ideas from classical information retrieval and pre-trained language models can be synthesized and evolved into systems that truly deliver on the promise of domain expert advice.	2021	https://doi.org/10.1145/3476415.3476428	https://doi.org/10.1145/3476415.3476428	FALSE
Nasar, Zara and Jaffry, Syed Waqar and Malik, Muhammad Kamran	Named Entity Recognition and Relation Extraction: State-of-the-Art	With the advent of Web 2.0, there exist many online platforms that result in massive textual-data production. With ever-increasing textual data at hand, it is of immense importance to extract information nuggets from this data. One approach towards effective harnessing of this unstructured textual data could be its transformation into structured text. Hence, this study aims to present an overview of approaches that can be applied to extract key insights from textual data in a structured way. For this, Named Entity Recognition and Relation Extraction are being majorly addressed in this review study. The former deals with identification of named entities, and the latter deals with problem of extracting relation between set of entities. This study covers early approaches as well as the developments made up till now using machine learning models. Survey findings conclude that deep-learning-based hybrid and joint models are currently governing the state-of-the-art. It is also observed that annotated benchmark datasets for various textual-data generators such as Twitter and other social forums are not available. This scarcity of dataset has resulted into relatively less progress in these domains. Additionally, the majority of the state-of-the-art techniques are offline and computationally expensive. Last, with increasing focus on deep-learning frameworks, there is need to understand and explain the under-going processes in deep architectures.	2021	https://doi.org/10.1145/3445965	https://doi.org/10.1145/3445965	FALSE
